55;A07.0;0;N;S;Balantidiase;Balantidíase;5
56;A07.1;0;N;S;Giardiase;Giardíase [lamblíase];5
57;A07.2;0;N;S;Criptosporidiose;Criptosporidiose;5
58;A07.3;0;N;S;Isosporiase;Isosporíase;5
59;A07.8;0;N;S;Outr doenc intestinais espec p/protozoarios;Outras doenças intestinais especificadas por protozoários;5
60;A07.9;0;N;S;Doenc intestinal NE p/protozoarios;Doença intestinal não especificada por protozoários;5
61;A08;0;S;N;Infecc intestinais virais outr e as NE;Infecc intestinais virais outr e as NE;5
62;A08.0;0;N;S;Enterite p/rotavirus;Enterite por rotavírus;5
63;A08.1;0;N;S;Gastroenteropatia aguda p/agente de Norwalk;Gastroenteropatia aguda pelo agente de Norwalk;5
64;A08.2;0;N;S;Enterite p/adenovirus;Enterite por adenovírus;5
65;A08.3;0;N;S;Outr enterites virais;Outras enterites virais;5
66;A08.4;0;N;S;Infecc intestinal dev virus NE;Infecção intestinal devida a vírus não especificado;5
67;A08.5;0;N;S;Outr infecc intestinais espec;Outras infecções intestinais especificadas;5
68;A09;0;S;S;Diarreia e gastroenterite orig infecc presum;Diarréia e gastroenterite de origem infecciosa presumível;5
69;A15;0;S;N;Tuberc respirat c/conf bacteriol e histolog;Tuberc respirat c/conf bacteriol e histolog;5
70;A15.0;0;N;S;Tuberc pulm c/conf p/ex micr expec c/s/cult;Tuberculose pulmonar, com confirmação por exame microscópio da expectoração, com ou sem cultura;5
71;A15.1;0;N;S;Tuberc pulmonar c/conf somente p/cultura;Tuberculose pulmonar, com confirmação somente por cultura;5
72;A15.2;0;N;S;Tuberc pulmonar c/conf histolog;Tuberculose pulmonar, com confirmação histológica;5
73;A15.3;0;N;S;Tuberc pulmonar c/conf p/meio NE;Tuberculose pulmonar, com confirmação por meio não especificado;5
74;A15.4;0;N;S;Tuberc gangl intrator c/conf bacter e histol;Tuberculose dos gânglios intratorácicos, com confirmação bacteriológica e histológica;5
75;A15.5;0;N;S;Tuberc laring traq bronq c/conf bact e hist;Tuberculose da laringe, da traquéia e dos brônquios, com confirmação bacteriológica e histológica;5
76;A15.6;0;N;S;Pleuris tuberc c/conf bacteriol e histolog;Pleuris tuberculoso, com confirmação bacteriológica e histológica;5
77;A15.7;0;N;S;Tuberc prim vias respir c/conf bact e histol;Tuberculose primária das vias respiratórias, com confirmação bacteriológica e histológica;5
78;A15.8;0;N;S;Outr form tuberc via resp c/conf bact hist;Outras formas de tuberculose das vias respiratórias, com confirmação bacteriológica e histológica;5
79;A15.9;0;N;S;Tuberc NE vias respir c/conf bacter histol;Tuberculose não especificada das vias respiratórias, com confirmação bacteriológica e histológica;5
80;A16;0;S;N;Tuberc vias respirat s/conf bacter histol;Tuberc vias respirat s/conf bacter histol;5
81;A16.0;0;N;S;Tuberc pulmonar c/exames bact e hist negat;Tuberculose pulmonar com exames bacteriológico e histológico negativos;5
82;A16.1;0;N;S;Tuberc pulmonar s/exame bacter ou histolog;Tuberculose pulmonar, sem realização de exame bacteriológico ou histológico;5
83;A16.2;0;N;S;Tuberc pulmonar s/menc conf bact ou hist;Tuberculose pulmonar, sem menção de confirmação bacteriológica ou histológica;5
84;A16.3;0;N;S;Tuberc gangl intrat s/menc conf bact hist;Tuberculose dos gânglios intratorácicos, sem menção de confirmação bacteriológica ou histológica;5
85;A16.4;0;N;S;Tuberc laring traq bronq s/menc bact hist;Tuberculose da laringe, da traquéia e dos brônquios, sem menção de confirmação bacteriológica ou histológica;5
86;A16.5;0;N;S;Pleurisia tuberc s/menc conf bact ou histol;Pleurisia tuberculosa, sem menção de confirmação bacteriológica ou histológica;5
87;A16.7;0;N;S;Tuberc respir prim s/menc conf bact ou hist;Tuberculosa respiratória primária sem menção de confirmação bacteriológica ou histológica;5
88;A16.8;0;N;S;Outr tuber via resp s/menc conf bact hist;Outras formas de tuberculose das vias respiratórias, sem menção de confirmação bacteriológica ou histológica;5
89;A16.9;0;N;S;Tuberc respirat NE s/menc conf bact ou hist;Tuberculose respiratória, não especificada, sem menção de confirmação bacteriológica ou histológica;5
90;A17;+;S;N;Tuberc do sist nervoso;Tuberc do sist nervoso;5
91;A17.0;+;N;S;Meningite tuberc;Meningite tuberculosa (G01*);5
92;A17.1;+;N;S;Tuberculoma meningeo;Tuberculoma meníngeo (G07*);5
93;A17.8;+;N;S;Outr tuberc do sist nervoso;Outras tuberculoses do sistema nervoso;5
94;A17.9;+;N;S;Tuberc NE do sist nervoso;Tuberculose não especificada do sistema nervoso (G99.8*);5
95;A18;0;S;N;Tuberc de outr orgaos;Tuberc de outr orgaos;5
96;A18.0;+;N;S;Tuberc ossea e das articulacoes;Tuberculose óssea e das articulações;5
97;A18.1;0;N;S;Tuberc do aparelho geniturinario;Tuberculose do aparelho geniturinário;5
98;A18.2;0;N;S;Linfadenopatia tuberc periferica;Linfadenopatia tuberculosa periférica;5
99;A18.3;0;N;S;Tuberc intestino peritonio gangl mesenter;Tuberculose do intestino, do peritônio e dos gânglios mesentéricos;5
100;A18.4;0;N;S;Tuberc de pele e tec celular subcutaneo;Tuberculose de pele e do tecido celular subcutâneo;5
101;A18.5;+;N;S;Tuberc do olho;Tuberculose do olho;5
102;A18.6;+;N;S;Tuberc do ouvido;Tuberculose do ouvido;5
103;A18.7;+;N;S;Tuberc das supra-renais;Tuberculose das supra-renais (E35.1*);5
104;A18.8;+;N;S;Tuberc de outr orgaos espec;Tuberculose de outros órgãos especificados;5
105;A19;0;S;N;Tuberc miliar;Tuberc miliar;5
106;A19.0;0;N;S;Tuberc miliar aguda de localiz unica espec;Tuberculose miliar aguda de localização única e especificada;5
107;A19.1;0;N;S;Tuberc miliar aguda de mult localiz;Tuberculose miliar aguda de múltiplas localizações;5
108;A19.2;0;N;S;Tuberc miliar aguda NE;Tuberculose miliar aguda não especificada;5
109;A19.8;0;N;S;Outr tuberc miliares;Outras tuberculoses miliares;5
110;A19.9;0;N;S;Tuberc miliar NE;Tuberculose miliar não especificada;5
111;A20;0;S;N;Peste;Peste;5
112;A20.0;0;N;S;Peste bubonica;Peste bubônica;5
113;A20.1;0;N;S;Peste celulocutanea;Peste celulocutânea;5
114;A20.2;0;N;S;Peste pneumonica;Peste pneumônica;5
115;A20.3;0;N;S;Peste meningea;Peste meníngea;5
116;A20.7;0;N;S;Peste septicemica;Peste septicêmica;5
117;A20.8;0;N;S;Outr form de peste;Outras formas de peste;5
118;A20.9;0;N;S;Peste form NE;Peste, forma não especificada;5
119;A21;0;S;N;Tularemia;Tularemia;5
120;A21.0;0;N;S;Tularemia ulceroglandular;Tularemia ulceroglandular;5
121;A21.1;0;N;S;Tularemia oculoglandular;Tularemia oculoglandular;5
122;A21.2;0;N;S;Tularemia pulmonar;Tularemia pulmonar;5
123;A21.3;0;N;S;Tularemia gastrointestinal;Tularemia gastrointestinal;5
124;A21.7;0;N;S;Tularemia generalizada;Tularemia generalizada;5
125;A21.8;0;N;S;Outr form de tularemia;Outras formas de tularemia;5
126;A21.9;0;N;S;Tularemia form NE;Tularemia, forma não especificada;5
127;A22;0;S;N;Carbunculo;Carbunculo;5
128;A22.0;0;N;S;Carbunculo cutaneo;Carbúnculo cutâneo;5
129;A22.1;0;N;S;Carbunculo pulmonar;Carbúnculo pulmonar;5
130;A22.2;0;N;S;Carbunculo gastrointestinal;Carbúnculo gastrointestinal;5
131;A22.7;0;N;S;Septicemia carbunculosa;Septicemia carbunculosa;5
132;A22.8;0;N;S;Outr form de carbunculo;Outras formas de carbúnculo;5
133;A22.9;0;N;S;Carbunculo form NE;Carbúnculo, forma não especificada;5
134;A23;0;S;N;Brucelose;Brucelose;5
135;A23.0;0;N;S;Brucelose p/Brucella melitensis;Brucelose por Brucella melitensis;5
136;A23.1;0;N;S;Brucelose p/Brucella abortus;Brucelose por Brucella abortus;5
137;A23.2;0;N;S;Brucelose p/Brucella suis;Brucelose por Brucella suis;5
138;A23.3;0;N;S;Brucelose p/Brucella canis;Brucelose por Brucella canis;5
139;A23.8;0;N;S;Outr bruceloses;Outras bruceloses;5
140;A23.9;0;N;S;Brucelose NE;Brucelose não especificada;5
141;A24;0;S;N;Mormo e melioidose;Mormo e melioidose;5
142;A24.0;0;N;S;Mormo;Mormo;5
143;A24.1;0;N;S;Melioidose aguda e fulminante;Melioidose aguda e fulminante;5
144;A24.2;0;N;S;Melioidose subaguda e cronica;Melioidose subaguda e crônica;5
145;A24.3;0;N;S;Outr melioidoses;Outras melioidoses;5
146;A24.4;0;N;S;Melioidose NE;Melioidose não especificada;5
147;A25;0;S;N;Febres transm p/mordedura de rato;Febres transm p/mordedura de rato;5
148;A25.0;0;N;S;Espirilose;Espirilose;5
149;A25.1;0;N;S;Estreptobacilose;Estreptobacilose;5
150;A25.9;0;N;S;Febre transm p/mordedura de rato tipo NE;Febre transmitida por mordedura de rato, tipo não especificado;5
151;A26;0;S;N;Erisipeloide;Erisipeloide;5
152;A26.0;0;N;S;Erisipeloide cutaneo;Erisipelóide cutâneo;5
153;A26.7;0;N;S;Septicemia p/Erysipelothrix;Septicemia por Erysipelothrix;5
154;A26.8;0;N;S;Outr form de erisipeloide;Outras formas de erisipelóide;5
155;A26.9;0;N;S;Erisipeloide NE;Erisipelóide não especificado;5
156;A27;0;S;N;Leptospirose;Leptospirose;5
157;A27.0;0;N;S;Leptopirose icterohemorragica;Leptopirose icterohemorrágica;5
158;A27.8;0;N;S;Outr form de leptospirose;Outras formas de leptospirose;5
159;A27.9;0;N;S;Leptospirose NE;Leptospirose não especificada;5
160;A28;0;S;N;Outr doenc bacter zoonoticas NCOP;Outr doenc bacter zoonoticas NCOP;5
161;A28.0;0;N;S;Pasteurelose;Pasteurelose;5
162;A28.1;0;N;S;Doenc p/arranhadura do gato;Doença por arranhadura do gato;5
163;A28.2;0;N;S;Yersiniose extra-intestinal;Yersiniose extra-intestinal;5
164;A28.8;0;N;S;Outr doenc bacter zoonoticas espec NCOP;Outras doenças bacterianas zoonóticas especificadas não classificadas em outra parte;5
165;A28.9;0;N;S;Doenc bacter zoonotica NE;Doença bacteriana zoonótica não especificada;5
166;A30;0;S;N;Hanseniase;Hanseniase;5
167;A30.0;0;N;S;Hanseniase indeterminada;Hanseníase [lepra] indeterminada;5
168;A30.1;0;N;S;Hanseniase tuberculoide;Hanseníase [lepra] tuberculóide;5
169;A30.2;0;N;S;Hanseniase tuberculoide borderline;Hanseníase [lepra] tuberculóide borderline;5
170;A30.3;0;N;S;Hanseniase dimorfa;Hanseníase [lepra] dimorfa;5
171;A30.4;0;N;S;Hanseniase lepromatosa borderline;Hanseníase [lepra] lepromatosa borderline;5
172;A30.5;0;N;S;Hanseniase lepromatosa;Hanseníase [lepra] lepromatosa;5
173;A30.8;0;N;S;Outr form de hanseniase;Outras formas de hanseníase [lepra];5
174;A30.9;0;N;S;Hanseniase NE;Hanseníase [lepra] não especificada;5
175;A31;0;S;N;Infecc dev outr micobacterias;Infecc dev outr micobacterias;5
176;A31.0;0;N;S;Infecc pulmonar micobacteriana;Infecção pulmonar micobacteriana;5
177;A31.1;0;N;S;Infecc cutanea micobacteriana;Infecção cutânea micobacteriana;5
178;A31.8;0;N;S;Outr infecc micobacterianas;Outras infecções micobacterianas;5
179;A31.9;0;N;S;Infecc micobacteriana NE;Infecção micobacteriana não especificada;5
180;A32;0;S;N;Listeriose;Listeriose;5
181;A32.0;0;N;S;Listeriose cutanea;Listeriose cutânea;5
182;A32.1;+;N;S;Meningite e meningoencefalite p/listeria;Meningite e meningoencefalite por listéria;5
183;A32.7;0;N;S;Septicemia listeriotica;Septicemia listeriótica;5
184;A32.8;0;N;S;Outr form de listeriose;Outras formas de listeriose;5
185;A32.9;0;N;S;Listeriose NE;Listeriose não especificada;5
186;A33;0;S;S;Tetano do recem-nascido;Tétano do recém-nascido [neonatal];5
187;A34;0;S;S;Tetano obstetrico;Tétano obstétrico;3
188;A35;0;S;S;Outr tipos de tetano;Outros tipos de tétano;5
189;A36;0;S;N;Difteria;Difteria;5
190;A36.0;0;N;S;Difteria faringea;Difteria faríngea;5
191;A36.1;0;N;S;Difteria nasofaringea;Difteria nasofaríngea;5
192;A36.2;0;N;S;Difteria laringea;Difteria laríngea;5
193;A36.3;0;N;S;Difteria cutanea;Difteria cutânea;5
194;A36.8;0;N;S;Outr form de difteria;Outras formas de difteria;5
195;A36.9;0;N;S;Difteria NE;Difteria não especificada;5
196;A37;0;S;N;Coqueluche;Coqueluche;5
197;A37.0;0;N;S;Coqueluche p/Bordetella pertussis;Coqueluche por Bordetella pertussis;5
198;A37.1;0;N;S;Coqueluche p/Bordetella parapertussis;Coqueluche por Bordetella parapertussis;5
199;A37.8;0;N;S;Coqueluche p/outr especies da Bordetella;Coqueluche por outras espécies da Bordetella;5
200;A37.9;0;N;S;Coqueluche NE;Coqueluche não especificada;5
201;A38;0;S;S;Escarlatina;Escarlatina;5
202;A39;0;S;N;Infecc meningogocica;Infecc meningogocica;5
203;A39.0;+;N;S;Meningite meningococica;Meningite meningocócica (G01*);5
204;A39.1;+;N;S;Sindr de Waterhouse-Friderichsen;Síndrome de Waterhouse-Friderichsen (E35.1*);5
205;A39.2;0;N;S;Meningococcemia aguda;Meningococcemia aguda;5
206;A39.3;0;N;S;Meningococcemia cronica;Meningococcemia crônica;5
207;A39.4;0;N;S;Meningococcemia NE;Meningococcemia não especificada;5
208;A39.5;+;N;S;Cardite p/meningococos;Cardite por meningococos;5
209;A39.8;0;N;S;Outr infecc p/meningococos;Outras infecções por meningococos;5
210;A39.9;0;N;S;Infecc meningococica NE;Infecção meningocócica não especificada;5
211;A40;0;S;N;Septicemia estreptococica;Septicemia estreptococica;5
212;A40.0;0;N;S;Septicemia p/Streptococcus do grupo A;Septicemia por Streptococcus do grupo A;5
213;A40.1;0;N;S;Septicemia p/Streptococcus do grupo B;Septicemia por Streptococcus do grupo B;5
214;A40.2;0;N;S;Septicemia p/Streptococcus do grupo D;Septicemia por Streptococcus do grupo D;5
215;A40.3;0;N;S;Septicemia p/Streptococcus pneumonia;Septicemia por Streptococcus pneumonia;5
216;A40.8;0;N;S;Outr septicemias estreptococicas;Outras septicemias estreptocócicas;5
217;A40.9;0;N;S;Septicemia estreptococica NE;Septicemia estreptocócica não especificada;5
218;A41;0;S;N;Outr septicemias;Outr septicemias;5
219;A41.0;0;N;S;Septicemia p/Staphylococcus aureus;Septicemia por Staphylococcus aureus;5
220;A41.1;0;N;S;Septicemia p/outr estafilococos espec;Septicemia por outros estafilococos especificados;5
221;A41.2;0;N;S;Septicemia p/estafilococos NE;Septicemia por estafilococos não especificados;5
222;A41.3;0;N;S;Septicemia p/Haemophilus influenzae;Septicemia por Haemophilus influenzae;5
223;A41.4;0;N;S;Septicemia p/anaerobios;Septicemia por anaeróbios;5
224;A41.5;0;N;S;Septicemia p/outr microorg gram-negativos;Septicemia por outros microorganismos gram-negativos;5
225;A41.8;0;N;S;Outr septicemias espec;Outras septicemias especificadas;5
226;A41.9;0;N;S;Septicemia NE;Septicemia não especificada;5
227;A42;0;S;N;Actinomicose;Actinomicose;5
228;A42.0;0;N;S;Actinomicose pulmonar;Actinomicose pulmonar;5
229;A42.1;0;N;S;Actinomicose abdominal;Actinomicose abdominal;5
230;A42.2;0;N;S;Actinomicose cervicofacial;Actinomicose cervicofacial;5
231;A42.7;0;N;S;Septicemia actinomicotica;Septicemia actinomicótica;5
232;A42.8;0;N;S;Outr form de actinomicose;Outras formas de actinomicose;5
233;A42.9;0;N;S;Actinomicose NE;Actinomicose não especificada;5
234;A43;0;S;N;Nocardiose;Nocardiose;5
235;A43.0;0;N;S;Nocardiose pulmonar;Nocardiose pulmonar;5
236;A43.1;0;N;S;Nocardiose cutanea;Nocardiose cutânea;5
237;A43.8;0;N;S;Outr form de nocardiose;Outras formas de nocardiose;5
238;A43.9;0;N;S;Nocardiose NE;Nocardiose não especificada;5
239;A44;0;S;N;Bartonelose;Bartonelose;5
240;A44.0;0;N;S;Bartonelose sistemica;Bartonelose sistêmica;5
241;A44.1;0;N;S;Bartonelose cutanea e cutaneo-mucosa;Bartonelose cutânea e cutâneo-mucosa;5
242;A44.8;0;N;S;Outr form de bartonelose;Outras formas de bartonelose;5
243;A44.9;0;N;S;Bartonelose NE;Bartonelose não especificada;5
244;A46;0;S;S;Erisipela;Erisipela;5
245;A48;0;S;N;Outr doenc bacter NCOP;Outr doenc bacter NCOP;5
246;A48.0;0;N;S;Gangrena gasosa;Gangrena gasosa;5
247;A48.1;0;N;S;Doenc dos legionarios;Doença dos legionários;5
248;A48.2;0;N;S;Doenc dos legionarios nao-pneumonica;Doença dos legionários não-pneumônica [febre de Pontiac];5
249;A48.3;0;N;S;Sindr do choque toxico;Síndrome do choque tóxico;5
250;A48.4;0;N;S;Febre purpurica do Brasil;Febre purpúrica do Brasil;5
251;A48.8;0;N;S;Outr doenc bacter espec;Outras doenças bacterianas especificadas;5
252;A49;0;S;N;Infecc bacter de local NE;Infecc bacter de local NE;5
253;A49.0;0;N;S;Infecc estafilococica NE;Infecção estafilocócica não especificada;5
254;A49.1;0;N;S;Infecc estreptococica NE;Infecção estreptocócica não especificada;5
255;A49.2;0;N;S;Infecc p/Haemophilus influenzae NE;Infecção por Haemophilus influenzae não especificada;5
256;A49.3;0;N;S;Infecc p/Mycoplasma NE;Infecção por Mycoplasma não especificada;5
257;A49.8;0;N;S;Outr infecc bacter de localiz NE;Outras infecções bacterianas de localização não especificada;5
258;A49.9;0;N;S;Infecc bacter NE;Infecção bacteriana não especificada;5
259;A50;0;S;N;Sifilis congen;Sifilis congen;5
260;A50.0;0;N;S;Sifilis congen precoce sintomatica;Sífilis congênita precoce sintomática;5
261;A50.1;0;N;S;Sifilis congen precoce form latente;Sífilis congênita precoce, forma latente;5
262;A50.2;0;N;S;Sifilis congen precoce NE;Sífilis congênita precoce não especificada;5
263;A50.3;0;N;S;Oculopatia sifilitica congen tard;Oculopatia sifilítica congênita tardia;5
264;A50.4;0;N;S;Neurossifilis congen tard;Neurossífilis congênita tardia [neurossífilis juvenil];5
265;A50.5;0;N;S;Outr form tard e sintomat sifilis congen;Outras formas tardias e sintomáticas da sífilis congênita;5
266;A50.6;0;N;S;Sifilis congen tard latente;Sífilis congênita tardia latente;5
267;A50.7;0;N;S;Sifilis congen tard NE;Sífilis congênita tardia não especificada;5
268;A50.9;0;N;S;Sifilis congen NE;Sífilis congênita não especificada;5
269;A51;0;S;N;Sifilis precoce;Sifilis precoce;5
270;A51.0;0;N;S;Sifilis genital prim;Sífilis genital primária;5
271;A51.1;0;N;S;Sifilis anal prim;Sífilis anal primária;5
272;A51.2;0;N;S;Sifilis prim de outr localiz;Sífilis primária de outras localizações;5
273;A51.3;0;N;S;Sifilis secund da pele e das mucosas;Sífilis secundária da pele e das mucosas;5
274;A51.4;0;N;S;Outr form de sifilis secund;Outras formas de sífilis secundária;5
275;A51.5;0;N;S;Sifilis precoce latente;Sífilis precoce latente;5
276;A51.9;0;N;S;Sifilis precoce NE;Sífilis precoce não especificada;5
277;A52;0;S;N;Sifilis tard;Sifilis tard;5
278;A52.0;+;N;S;Sifilis cardiovascular;Sífilis cardiovascular;5
279;A52.1;0;N;S;Neurossifilis sintomatica;Neurossífilis sintomática;5
280;A52.2;0;N;S;Neurossifilis assintomatica;Neurossífilis assintomática;5
281;A52.3;0;N;S;Neurossifilis NE;Neurossífilis não especificada;5
282;A52.7;0;N;S;Outr form de sifilis tard sintomatica;Outras formas de sífilis tardia sintomática;5
283;A52.8;0;N;S;Sifilis tard latente;Sífilis tardia latente;5
284;A52.9;0;N;S;Sifilis tard NE;Sífilis tardia não especificada;5
285;A53;0;S;N;Outr form e as NE da sifilis;Outr form e as NE da sifilis;5
286;A53.0;0;N;S;Sifilis latente NE se recente ou tard;Sífilis latente, não especificada se recente ou tardia;5
287;A53.9;0;N;S;Sifilis NE;Sífilis não especificada;5
288;A54;0;S;N;Infecc gonococica;Infecc gonococica;5
289;A54.0;0;N;S;Inf gon tr genit inf s/abs periur/gland aces;Infecção gonocócica do trato geniturinário inferior, sem abscesso periuretral ou das glândulas acessórias;5
290;A54.1;0;N;S;Inf gon tr genit inf c/abs periur/gland aces;Infecção gonocócica do trato geniturinário inferior, com abscesso periuretral ou das glândulas acessórias;5
291;A54.2;+;N;S;Pelviperit gonoc e outr infecc genitur gonoc;Pelviperitonite gonocócica e outras infecções geniturinárias gonocócicas;5
292;A54.3;0;N;S;Infecc gonococica do olho;Infecção gonocócica do olho;5
293;A54.4;+;N;S;Infecc gonococica sist musculo-esqueletico;Infecção gonocócica do sistema músculo-esquelético;5
294;A54.5;0;N;S;Faringite gonococica;Faringite gonocócica;5
295;A54.6;0;N;S;Infecc gonococica do anus ou do reto;Infecção gonocócica do ânus ou do reto;5
296;A54.8;0;N;S;Outr infecc gonococicas;Outras infecções gonocócicas;5
297;A54.9;0;N;S;Infecc gonococica NE;Infecção gonocócica não especificada;5
298;A55;0;S;S;Linfogranuloma p/clamidia;Linfogranuloma (venéreo) por clamídia;5
299;A56;0;S;N;Outr infecc p/clamidias transm p/via sexual;Outr infecc p/clamidias transm p/via sexual;5
300;A56.0;0;N;S;Infecc p/clamidias trato geniturinario infer;Infecções por clamídias do trato geniturinário inferior;5
301;A56.1;+;N;S;Infecc p/clamid pelviper e outr org genitur;Infecção por clamídias, pelviperitonial e de outros órgãos geniturinários;5
302;A56.2;0;N;S;Infecc p/clamidias trato genitur localiz NE;Infecção por clamídias do trato geniturinário, localização não especificada;5
303;A56.3;0;N;S;Infecc do anus e do reto p/clamidias;Infecção do ânus e do reto por clamídias;5
304;A56.4;0;N;S;Infecc da faringe p/clamidias;Infecção da faringe por clamídias;5
305;A56.8;0;N;S;Infecc p/clamid transm p/via sex outr local;Infecção por clamídias transmitida por via sexual, de outras localizações;5
306;A57;0;S;S;Cancro mole;Cancro mole;5
307;A58;0;S;S;Granuloma inguinal;Granuloma inguinal;5
308;A59;0;S;N;Tricomoniase;Tricomoniase;5
309;A59.0;0;N;S;Tricomoniase urogenital;Tricomoníase urogenital;5
310;A59.8;0;N;S;Outr localiz de tricomoniase;Outras localizações de tricomoníase;5
311;A59.9;0;N;S;Tricomoniase NE;Tricomoníase não especificada;5
312;A60;0;S;N;Infecc anogenitais p/virus do herpes;Infecc anogenitais p/virus do herpes;5
313;A60.0;0;N;S;Infecc org genit trat genitur p/virus herpes;Infecção dos órgãos genitais e do trato geniturinário pelo vírus do herpes;5
314;A60.1;0;N;S;Infecc margem cutan anus/reto p/virus herpes;Infecção da margem cutânea do ânus e do reto pelo vírus do herpes;5
315;A60.9;0;N;S;Infecc anogenital NE p/virus do herpes;Infecção anogenital não especificada pelo vírus do herpes;5
316;A63;0;S;N;Outr doenc de transm predom sexual NCOP;Outr doenc de transm predom sexual NCOP;5
317;A63.0;0;N;S;Verrugas anogenitais;Verrugas anogenitais (venéreas);5
318;A63.8;0;N;S;Outr doenc espec de transm predom sexual;Outras doenças especificadas de transmissão predominantemente sexual;5
