327;214915;Engenheiro de segurança do trabalho
328;214920;Engenheiro de riscos
329;214925;Engenheiro de tempos e movimentos
330;214930;Tecnólogo em produção industrial
331;214935;Tecnólogo em segurança do trabalho
332;215105;Agente de manobra e docagem
333;215110;Capitão de manobra da Marinha Mercante
334;215115;Comandante da Marinha Mercante
335;215120;Coordenador de operações de combate à poluição no meio aquaviário
336;215125;Imediato da Marinha Mercante
337;215130;Inspetor de terminal
338;215135;Inspetor naval
339;215140;Oficial de quarto de navegação da Marinha Mercante
340;215145;Prático de portos da Marinha Mercante
341;215150;Vistoriador naval
342;215205;Oficial superior de máquinas da Marinha Mercante
343;215210;Primeiro oficial de máquinas da Marinha Mercante
344;215215;Segundo oficial de máquinas da Marinha Mercante
345;215220;Superintendente técnico no transporte aquaviário
346;215305;Piloto de aeronaves
347;215310;Piloto de ensaios em vôo
348;215315;Instrutor de vôo
349;221105;Biólogo
350;221205;Biomédico
351;222105;Engenheiro agrícola
352;222110;Engenheiro agrônomo
353;222115;Engenheiro de pesca
354;222120;Engenheiro florestal
355;222205;Engenheiro de alimentos
356;222215;Tecnólogo em alimentos
357;223119;Médico em eletroencefalografia
358;223150;Médico perito
359;2231A1;Médico broncoesofalogista
360;2231F8;Médico em medicina preventiva e social
361;2231F9;Médico residente
362;2231G1;Médico Cardiologista Intervencionista
363;223204;Cirurgião dentista - auditor
364;223208;Cirurgião dentista - clínico geral
365;223212;Cirurgião dentista - endodontista
366;223216;Cirurgião dentista - epidemiologista
367;223220;Cirurgião dentista - estomatologista
368;223224;Cirurgião dentista - implantodontista
369;223228;Cirurgião dentista - odontogeriatra
370;223232;Cirurgião dentista - odontologista legal
371;223236;Cirurgião dentista - odontopediatra
372;223240;Cirurgião dentista - ortopedista e ortodontista
373;223244;Cirurgião dentista - patologista bucal
374;223248;Cirurgião dentista - periodontista
375;223252;Cirurgião dentista - protesiólogo bucomaxilofacial
376;223256;Cirurgião dentista - protesista
377;223260;Cirurgião dentista - radiologista
378;223264;Cirurgião dentista - reabilitador oral
379;223268;Cirurgião dentista - traumatologista bucomaxilofacial
380;223272;Cirurgião dentista de saúde coletiva
381;223276;Cirurgião dentista - odontologia do trabalho
382;223280;Cirurgião dentista - dentística
383;223284;Cirurgião dentista - disfunção temporomandibular e dor orofacial
384;223288;Cirurgião dentista - odontologia para pacientes com necessidades especiais
385;223293;Cirurgião-dentista da estratégia de saúde da família
386;223305;Médico veterinário
387;223310;Zootecnista
388;223405;Farmacêutico
389;223415;Farmacêutico analista clínico
390;223420;Farmacêutico de alimentos
391;223425;Farmacêutico práticas integrativas e complementares
392;223430;Farmacêutico em saúde pública
393;223435;Farmacêutico industrial
394;223440;Farmacêutico toxicologista
395;223445;Farmacêutico hospitalar e clínico
396;223505;Enfermeiro
397;223510;Enfermeiro auditor
398;223515;Enfermeiro de bordo
399;223520;Enfermeiro de centro cirúrgico
400;223525;Enfermeiro de terapia intensiva
401;223530;Enfermeiro do trabalho
402;223535;Enfermeiro nefrologista
403;223540;Enfermeiro neonatologista
404;223545;Enfermeiro obstétrico
405;223550;Enfermeiro psiquiátrico
406;223555;Enfermeiro puericultor e pediátrico
407;223560;Enfermeiro sanitarista
408;223565;Enfermeiro da estratégia de saúde da família
409;223570;Perfusionista
410;2235C3;Enfermeiro Estomaterapeuta
411;223605;Fisioterapeuta geral
412;223625;Fisioterapeuta respiratória
413;223630;Fisioterapeuta neurofuncional
414;223635;Fisioterapeuta traumato-ortopédica funcional
415;223640;Fisioterapeuta osteopata
416;223645;Fisioterapeuta quiropraxista
417;223650;Fisioterapeuta acupunturista
418;223655;Fisioterapeuta esportivo
419;223660;Fisioterapeuta do trabalho
420;2236I1;Técnico em orientação e mobilidade de cegos e deficientes visuais
421;223705;Dietista
422;223710;Nutricionista
423;223810;Fonoaudiólogo
424;223815;Fonoaudiólogo educacional
425;223820;Fonoaudiólogo em audiologia
426;223825;Fonoaudiólogo em disfagia
427;223830;Fonoaudiólogo em linguagem
428;223835;Fonoaudiólogo em motricidade orofacial
429;223840;Fonoaudiólogo em saúde coletiva
430;223845;Fonoaudiólogo em voz
431;223905;Terapeuta ocupacional
432;223910;Ortoptista
433;224105;Avaliador físico
434;224110;Ludomotricista
435;224115;Preparador de atleta
436;224120;Preparador físico
437;224125;Técnico de desporto individual e coletivo (exceto futebol)
438;224130;Técnico de laboratório e fiscalização desportiva
439;224135;Treinador profissional de futebol
440;22410;Profissional de educação física na saúde
441;225103;Médico infectologista
442;225105;Médico acupunturista
443;225106;Médico legista
444;225109;Médico nefrologista
445;225110;Médico alergista e imunologista
446;225112;Médico neurologista
447;225115;Médico angiologista
448;225118;Médico nutrologista
449;225120;Médico cardiologista
450;225121;Médico oncologista clínico
451;225122;Médico cancerologista pediátrico
452;225124;Médico pediatra
453;225125;Médico clínico
454;225127;Médico pneumologista
455;225130;Médico de Família e Comunidade
456;225133;Médico psiquiatra
457;225135;Médico dermatologista
458;225136;Médico reumatologista
459;225139;Médico sanitarista
460;225140;Médico do trabalho
461;225142;Médico da Estratégia de Saúde da Família
462;225145;Médico em medicina de tráfego
463;225148;Médico anatomopatologista
464;225150;Médico em medicina intensiva
465;225151;Médico anestesiologista
466;225155;Médico endocrinologista e metabologista
467;225160;Médico fisiatra
468;225165;Médico gastroenterologista
469;225170;Médico generalista
470;225175;Médico geneticista
471;225180;Médico geriatra
472;225185;Médico hematologista
473;225195;Médico homeopata
474;225203;Médico em cirurgia vascular
475;225210;Médico cirurgião cardiovascular
476;225215;Médico cirurgião de cabeça e pescoço
477;225220;Médico cirurgião do aparelho digestivo
478;225225;Médico cirurgião geral
479;225230;Médico cirurgião pediátrico
480;225235;Médico cirurgião plástico
481;225240;Médico cirurgião torácico
482;225250;Médico ginecologista e obstetra
483;225255;Médico mastologista
484;225260;Médico neurocirurgião
485;225265;Médico oftalmologista
486;225270;Médico ortopedista e traumatologista
487;225275;Médico otorrinolaringologista
488;225280;Médico coloproctologista
489;225285;Médico urologista
490;225290;Médico cancerologista cirurgíco
491;225295;Médico cirurgião da mão
492;225305;Médico citopatologista
493;225310;Médico em endoscopia
494;225315;Médico em medicina nuclear
495;225320;Médico em radiologia e diagnóstico por imagem
496;225325;Médico patologista
497;225330;Médico radioterapeuta
498;225335;Médico patologista clínico / medicina laboratorial
499;225340;Médico hemoterapeuta
500;225345;Médico hiperbarista
501;225350;Médico neurofisiologista clínico
502;226105;Quiropraxista
503;226110;Osteopata
504;226305;Musicoterapeuta
505;226310;Arteterapeuta
506;226315;Equoterapeuta
507;231105;Professor de nível superior na educação infantil (quatro a seis anos)
508;231110;Professor de nível superior na educação infantil (zero a três anos)
509;231205;Professor da educação de jovens e adultos do ensino fundamental (primeira a quarta série)
510;231210;Professor de nível superior do ensino fundamental (primeira a quarta série)
511;231305;Professor de ciências exatas e naturais do ensino fundamental
512;231310;Professor de educação artística do ensino fundamental
513;231315;Professor de educação física do ensino fundamental
514;231320;Professor de geografia do ensino fundamental
515;231325;Professor de história do ensino fundamental
516;231330;Professor de língua estrangeira moderna do ensino fundamental
517;231335;Professor de língua portuguesa do ensino fundamental
518;231340;Professor de matemática do ensino fundamental
519;232105;Professor de artes no ensino médio
520;232110;Professor de biologia no ensino médio
521;232115;Professor de disciplinas pedagógicas no ensino médio
522;232120;Professor de educação física no ensino médio
523;232125;Professor de filosofia no ensino médio
524;232130;Professor de física no ensino médio
525;232135;Professor de geografia no ensino médio
526;232140;Professor de história no ensino médio
527;232145;Professor de língua e literatura brasileira no ensino médio
528;232150;Professor de língua estrangeira moderna no ensino médio
529;232155;Professor de matemática no ensino médio
530;232160;Professor de psicologia no ensino médio
531;232165;Professor de química no ensino médio
532;232170;Professor de sociologia no ensino médio
533;233105;Professor da área de meio ambiente
534;233110;Professor de desenho técnico
535;233115;Professor de técnicas agrícolas
536;233120;Professor de técnicas comerciais e secretariais
537;233125;Professor de técnicas de enfermagem
538;233130;Professor de técnicas industriais
539;233135;Professor de tecnologia e cálculo técnico
540;233205;Instrutor de aprendizagem e treinamento agropecuário
541;233210;Instrutor de aprendizagem e treinamento industrial
542;233215;Professor de aprendizagem e treinamento comercial
543;233220;Professor instrutor de ensino e aprendizagem agroflorestal
544;233225;Professor instrutor de ensino e aprendizagem em serviços
545;234105;Professor de matemática aplicada (no ensino superior)
546;234110;Professor de matemática pura (no ensino superior)
547;234115;Professor de estatística (no ensino superior)
548;234120;Professor de computação (no ensino superior)
549;234125;Professor de pesquisa operacional (no ensino superior)
550;234205;Professor de física (ensino superior)
551;234210;Professor de química (ensino superior)
552;234215;Professor de astronomia (ensino superior)
553;234305;Professor de arquitetura
554;234310;Professor de engenharia
555;234315;Professor de geofísica
556;234320;Professor de geologia
557;234405;Professor de ciências biológicas do ensino superior
558;234410;Professor de educação física no ensino superior
559;234415;Professor de enfermagem do ensino superior
560;234420;Professor de farmácia e bioquímica
561;234425;Professor de fisioterapia
562;234430;Professor de fonoaudiologia
563;234435;Professor de medicina
564;234440;Professor de medicina veterinária
565;234445;Professor de nutrição
566;234450;Professor de odontologia
567;234455;Professor de terapia ocupacional
568;234460;Professor de zootecnia do ensino superior
569;234505;Professor de ensino superior na área de didática
570;234510;Professor de ensino superior na área de orientação educacional
571;234515;Professor de ensino superior na área de pesquisa educacional
572;234520;Professor de ensino superior na área de prática de ensino
573;234604;Professor de língua alema
574;234608;Professor de língua italiana
575;234612;Professor de língua francesa
576;234616;Professor de língua inglesa
577;234620;Professor de língua espanhola
578;234624;Professor de língua portuguesa
579;234628;Professor de literatura brasileira
580;234632;Professor de literatura portuguesa
581;234636;Professor de literatura alema
582;234640;Professor de literatura comparada
583;234644;Professor de literatura espanhola
584;234648;Professor de literatura francesa
585;234652;Professor de literatura inglesa
586;234656;Professor de literatura italiana
587;234660;Professor de literatura de línguas estrangeiras modernas
588;234664;Professor de outras línguas e literaturas
589;234668;Professor de línguas estrangeiras modernas
590;234672;Professor de lingüística e lingüística aplicada
591;234676;Professor de filologia e crítica textual
592;234680;Professor de semiótica
593;234684;Professor de teoria da literatura
594;234705;Professor de antropologia do ensino superior
595;234710;Professor de arquivologia do ensino superior
596;234715;Professor de biblioteconomia do ensio superior
597;234720;Professor de ciência política do ensino superior
598;234725;Professor de comunicação social do ensino superior
599;234730;Professor de direito do ensino superior
600;234735;Professor de filosofia do ensino superior
601;234740;Professor de geografia do ensino superior
602;234745;Professor de história do ensino superior
603;234750;Professor de jornalismo
604;234755;Professor de museologia do ensino superior
605;234760;Professor de psicologia do ensino superior
606;234765;Professor de serviço social do ensino superior
607;234770;Professor de sociologia do ensino superior
608;234805;Professor de economia
609;234810;Professor de administração
610;234815;Professor de contabilidade
611;234905;Professor de artes do espetáculo no ensino superior
612;234910;Professor de artes visuais no ensino superior (artes plásticas e multimídia)
613;234915;Professor de música no ensino superior
614;239205;Professor de alunos com deficiência auditiva e surdos
615;239210;Professor de alunos com deficiência física
616;239215;Professor de alunos com deficiência mental
617;239220;Professor de alunos com deficiência múltipla
618;239225;Professor de alunos com deficiência visual
619;239405;Coordenador pedagógico
620;239410;Orientador educacional
621;239415;Pedagogo
622;239420;Professor de técnicas e recursos audiovisuais
623;239425;Psicopedagogo
624;239430;Supervisor de ensino
625;239435;Designer educacional
626;241005;Advogado
627;241010;Advogado de empresa
628;241015;Advogado (direito civil)
629;241020;Advogado (direito público)
630;241025;Advogado (direito penal)
631;241030;Advogado (áreas especiais)
632;241035;Advogado (direito do trabalho)
633;241040;Consultor jurídico
634;241205;Advogado da união
635;241210;Procurador autárquico
636;241215;Procurador da fazenda nacional
637;241220;Procurador do estado
638;241225;Procurador do município
639;241230;Procurador Federal
640;241235;Procurador fundacional
641;241305;Oficial de registro de contratos marítimos
642;241310;Oficial do registro civil de pessoas juridicas
643;241315;Oficial do registro civil de pessoas naturais
644;241320;Oficial do registro de distribuições
645;241325;Oficial do registro de imóveis
646;241330;Oficial do registro de títulos e documentos
647;241335;Tabelião de notas
648;241340;Tabelião de protestos
649;242205;Procurador da república
650;242210;Procurador de justiça
651;242215;Procurador de justiça militar
652;242220;Procurador do trabalho
653;242225;Procurador regional da república
654;242230;Procurador regional do trabalho
655;242235;Promotor de justiça
656;242240;Subprocurador de justiça militar
657;242245;Subprocurador-geral da república
658;242250;Subprocurador-geral do trabalho
659;242305;Delegado de polícia
660;242405;Defensor público
661;242410;Procurador da assistência judiciária
662;242905;Oficial de inteligência
663;242910;Oficial técnico de inteligência
664;251105;Antropólogo
665;251110;Arqueólogo
666;251115;Cientista político
667;251120;Sociólogo
668;251205;Economista
669;251210;Economista agroindustrial
670;251215;Economista financeiro
671;251220;Economista industrial
672;251225;Economista do setor público
673;251230;Economista ambiental
674;251235;Economista regional e urbano
675;251305;Geógrafo
676;251405;Filósofo
677;251505;Psicólogo educacional
678;251510;Psicólogo clínico
679;251515;Psicólogo do esporte
680;251520;Psicólogo hospitalar
681;251525;Psicólogo jurídico
682;251530;Psicólogo social
683;251535;Psicólogo do trânsito
684;251540;Psicólogo do trabalho
685;251545;Neuropsicólogo
686;251550;Psicanalista
687;251555;Psicólogo Acupunturista
688;251605;Assistente social
689;251610;Economista doméstico
690;252105;Administrador
691;252205;Auditor (contadores e afins)
692;252210;Contador
693;252215;Perito contábil
694;252305;Secretária executiva
695;252310;Secretário bilíngüe
696;252315;Secretária trilíngüe
697;252320;Tecnólogo em secretariado escolar
698;252405;Analista de recursos humanos
699;252505;Administrador de fundos e carteiras de investimento
700;252510;Analista de câmbio
701;252515;Analista de cobrança (instituições financeiras)
702;252525;Analista de crédito (instituições financeiras)
703;252530;Analista de crédito rural
704;252535;Analista de leasing
705;252540;Analista de produtos bancários
706;252545;Analista financeiro (instituições financeiras)
707;252605;Gestor em segurança
708;253110;Redator de publicidade
709;253115;Agente publicitário
710;253205;Gerente de captação (fundos e investimentos institucionais)
711;253210;Gerente de clientes especiais (private)
712;253215;Gerente de contas - pessoa física e jurídica
713;253220;Gerente de grandes contas (corporate)
714;253225;Operador de negócios
715;253305;Corretor de valores, ativos financeiros, mercadorias e derivativos
716;254105;Auditor-fiscal da Receita Federal
717;254110;Técnico da Receita Federal
718;254205;Auditor-fiscal da previdência social
719;254305;Auditor-fiscal do trabalho
720;254310;Agente de higiene e segurança
721;254405;Fiscal de tributos estadual
722;254410;Fiscal de tributos municipal
723;254415;Técnico de tributos estadual
724;254420;Técnico de tributos municipal
725;261105;Arquivista pesquisador (jornalismo)
726;261110;Assessor de imprensa
727;261115;Diretor de redação
728;261120;Editor
729;261125;Jornalista
730;261130;Produtor de texto
731;261135;Repórter (exclusive rádio e televisão)
732;261140;Revisor de texto
733;261205;Bibliotecário
734;261210;Documentalista
735;261215;Analista de informações (pesquisador de informações de rede)
736;261305;Arquivista
737;261310;Museólogo
738;261405;Filólogo
739;261410;Intérprete
740;261415;Lingüista
741;261420;Tradutor
742;261425;Intérprete de língua de sinais
743;261505;Autor-roteirista
744;261510;Crítico
745;261515;Escritor de ficção
746;261520;Escritor de não ficção
747;261525;Poeta
748;261530;Redator de textos técnicos
749;261605;Editor de jornal
750;261610;Editor de livro
751;261615;Editor de mídia eletrônica
752;261620;Editor de revista
753;261625;Editor de revista científica
754;261705;Ancora de rádio e televisão
755;261710;Comentarista de rádio e televisão
756;261715;Locutor de rádio e televisão
757;261720;Locutor publicitário de rádio e televisão
758;261725;Narrador em programas de rádio e televisão
759;261730;Repórter de rádio e televisão
760;261805;Fotógrafo
761;261810;Fotógrafo publicitário
762;261815;Fotógrafo retratista
763;261820;Repóter fotográfico
764;262105;Empresário de espetáculo
765;262110;Produtor cinematográfico
766;262115;Produtor de rádio
767;262120;Produtor de teatro
